JoeAssem LauraAssem Percent Evalue BitScore CT6-2 CT6-3 CT6-4 CT6-5 CT9-1 CT9-3 CT9-4 CT9-6 CT12-1 CT12-2 CT12-4 CT12-5 CT15-1 CT15-3 CT15-4 CT15-5 CT18-1 CT18-2 CT18-4 CT18-5 CT21-2 CT21-4 CT21-5 CT21-6 CT24-2 CT24-3 CT24-4 CT24-6 CT27-1 CT27-2 CT27-3 CT27-5
comp12103_c0_seq1	comp104752_seq0	99.83	0.0	1148	0	0	0	0	4	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
comp12103_c0_seq1	comp146571_seq0	96.05	1e-27	 127	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq1	comp57139_seq1	98.25	0.0	1370	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq1	comp57139_seq0	96.64	0.0	 904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq1	comp57139_seq0	88.19	3e-32	 143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq1	comp91913_seq0	99.10	1e-117	 426	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq1	comp99033_seq0	89.76	2e-61	 240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
comp85535_c0_seq2	comp57139_seq0	99.77	0.0	6684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq2	comp57139_seq0	100.00	3e-91	 341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq2	comp57139_seq1	99.42	0.0	5824	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq2	comp57139_seq1	95.08	3e-159	 567	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq2	comp57139_seq1	100.00	3e-91	 341	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq2	comp91913_seq0	99.12	3e-119	 434	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp144703_seq0	84.98	4e-90	 337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp201762_seq0	86.63	4e-35	 155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp99033_seq0	87.58	1e-34	 153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
comp85535_c0_seq2	comp99033_seq0	96.30	4e-16	91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
comp85535_c0_seq2	comp207855_seq0	82.83	3e-32	 145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp17230_seq0	97.78	4e-13	81.8	19	11	19	18	2	10	13	9	11	15	14	27	10	29	14	3	15	31	0	18	10	2	20	15	22	22	16	26	14	6	19	22
comp85535_c0_seq2	comp1712_seq8	97.78	4e-13	81.8	46	82	47	52	34	48	86	54	60	66	58	82	34	80	60	24	64	56	0	50	48	26	30	44	56	42	50	50	52	96	48	82
comp85535_c0_seq2	comp1712_seq7	97.78	4e-13	81.8	11	8	12	16	4	5	12	10	8	6	10	18	3	18	14	10	4	8	0	14	10	0	18	22	12	14	12	16	16	10	16	6
comp85535_c0_seq2	comp1712_seq6	97.78	4e-13	81.8	17	20	31	24	16	8	16	26	32	20	28	36	17	28	14	10	21	19	0	18	24	12	18	20	10	31	36	18	20	17	36	39
comp85535_c0_seq2	comp1712_seq5	97.78	4e-13	81.8	17	30	16	23	16	15	12	23	15	21	13	28	7	30	32	12	24	13	0	20	25	14	31	15	23	11	20	15	36	21	22	14
comp85535_c0_seq2	comp1712_seq3	97.78	4e-13	81.8	9	17	15	18	12	4	8	4	21	8	6	16	11	21	14	13	19	13	0	12	16	4	26	12	8	12	15	6	22	18	26	22
comp85535_c0_seq2	comp1712_seq2	97.78	4e-13	81.8	5	8	3	5	6	2	12	7	9	6	4	6	0	6	6	2	9	6	0	10	8	0	12	1	3	8	5	5	6	10	10	2
comp85535_c0_seq2	comp1712_seq1	97.78	4e-13	81.8	3	18	10	16	9	16	12	11	7	10	8	16	4	17	6	9	10	16	0	14	23	5	12	12	18	15	15	24	23	17	28	14
comp85535_c0_seq2	comp892_seq7	97.78	4e-13	81.8	158	248	290	308	280	198	362	320	206	270	164	190	220	332	162	224	218	240	0	218	240	226	250	272	236	204	190	346	350	414	392	348
comp85535_c0_seq2	comp892_seq6	97.78	4e-13	81.8	36	54	82	82	66	58	70	72	36	82	34	58	44	102	66	38	44	42	0	54	58	32	36	50	54	60	50	84	80	98	108	100
comp85535_c0_seq2	comp892_seq5	97.78	4e-13	81.8	0	1	2	2	1	1	0	0	2	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1
comp85535_c0_seq2	comp892_seq4	97.78	4e-13	81.8	36	71	82	73	72	44	104	65	52	82	50	60	68	70	45	42	64	48	0	44	48	34	62	72	65	56	51	64	98	97	125	84
comp85535_c0_seq2	comp892_seq3	97.78	4e-13	81.8	42	60	40	46	50	38	60	24	42	46	20	20	18	50	36	6	20	38	0	36	50	24	36	31	34	42	34	52	50	44	72	62
comp85535_c0_seq2	comp892_seq2	97.78	4e-13	81.8	8	14	18	10	9	13	11	13	17	4	11	9	9	9	7	12	10	13	0	6	16	3	7	9	15	12	23	11	7	9	15	12
comp85535_c0_seq2	comp892_seq0	97.78	4e-13	81.8	46	70	61	51	41	44	54	70	76	60	48	47	23	78	58	44	40	50	0	62	53	25	28	45	71	50	52	50	76	81	90	55
comp85535_c0_seq2	comp372_seq11	97.73	2e-12	79.8	22	26	26	16	32	12	47	19	39	26	26	38	21	30	20	20	18	24	0	24	32	20	47	10	22	20	26	30	12	48	30	47
comp85535_c0_seq2	comp372_seq0	97.73	2e-12	79.8	477	460	669	565	727	414	497	606	1166	723	613	640	648	942	1123	558	767	538	2	685	595	375	443	686	822	809	523	1079	658	974	793	772
comp85535_c0_seq2	comp1447_seq5	92.73	7e-12	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp1447_seq1	92.73	7e-12	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq2	comp1447_seq0	92.73	7e-12	77.8	2	0	0	1	0	0	1	0	2	0	1	4	6	2	0	1	0	4	0	0	1	0	5	1	0	3	0	3	6	8	0	0
comp85535_c0_seq3	comp57139_seq1	97.73	0.0	1033	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq3	comp57139_seq1	100.00	6e-92	 341	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
comp85535_c0_seq3	comp57139_seq0	95.08	6e-160	 567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq3	comp57139_seq0	100.00	6e-92	 341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq3	comp57139_seq0	88.19	3e-32	 143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
comp85535_c0_seq3	comp91913_seq0	99.10	1e-117	 426	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq3	comp99033_seq0	87.58	3e-35	 153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
comp85535_c0_seq3	comp99033_seq0	96.30	9e-17	91.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
comp85535_c0_seq3	comp372_seq11	97.73	4e-13	79.8	22	26	26	16	32	12	47	19	39	26	26	38	21	30	20	20	18	24	0	24	32	20	47	10	22	20	26	30	12	48	30	47
comp85535_c0_seq3	comp372_seq0	97.73	4e-13	79.8	477	460	669	565	727	414	497	606	1166	723	613	640	648	942	1123	558	767	538	2	685	595	375	443	686	822	809	523	1079	658	974	793	772
comp85535_c0_seq3	comp1447_seq5	92.73	1e-12	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq3	comp1447_seq1	92.73	1e-12	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp85535_c0_seq3	comp1447_seq0	92.73	1e-12	77.8	2	0	0	1	0	0	1	0	2	0	1	4	6	2	0	1	0	4	0	0	1	0	5	1	0	3	0	3	6	8	0	0
comp94550_c0_seq1	comp14738_seq2	94.77	0.0	5152	10	23	8	12	10	6	20	18	16	18	8	14	6	26	12	6	10	6	0	16	12	20	24	18	12	12	12	10	18	22	34	12
comp94550_c0_seq1	comp14738_seq2	95.76	1e-105	 389	10	23	8	12	10	6	20	18	16	18	8	14	6	26	12	6	10	6	0	16	12	20	24	18	12	12	12	10	18	22	34	12
comp94550_c0_seq1	comp14738_seq1	94.77	0.0	5152	0	4	8	4	0	6	0	2	1	4	2	4	0	2	10	0	0	6	0	0	4	2	4	4	2	6	2	8	4	7	2	4
comp94550_c0_seq1	comp14738_seq1	95.76	1e-105	 389	0	4	8	4	0	6	0	2	1	4	2	4	0	2	10	0	0	6	0	0	4	2	4	4	2	6	2	8	4	7	2	4
comp94550_c0_seq1	comp14738_seq3	93.69	0.0	4873	50	108	74	58	84	70	102	126	48	74	42	86	46	82	52	84	78	52	0	80	78	84	142	130	96	50	46	118	104	102	136	122
comp94550_c0_seq1	comp14738_seq3	95.76	1e-105	 389	50	108	74	58	84	70	102	126	48	74	42	86	46	82	52	84	78	52	0	80	78	84	142	130	96	50	46	118	104	102	136	122
comp94550_c0_seq1	comp14738_seq0	95.12	0.0	4530	7	29	27	18	29	10	23	28	17	6	4	20	10	20	15	10	10	24	0	17	10	12	11	12	20	8	16	27	18	21	38	19
comp94550_c0_seq1	comp14738_seq0	91.18	0.0	 878	7	29	27	18	29	10	23	28	17	6	4	20	10	20	15	10	10	24	0	17	10	12	11	12	20	8	16	27	18	21	38	19
comp94550_c0_seq1	comp31338_seq0	99.78	0.0	 902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp94550_c0_seq1	comp31338_seq0	98.43	1e-59	 236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp94550_c0_seq1	comp31338_seq1	96.51	0.0	 785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp94550_c0_seq1	comp31338_seq1	98.43	1e-59	 236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp94550_c0_seq1	comp68610_seq0	84.82	2e-141	 507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
comp94550_c0_seq1	comp51820_seq1	97.98	1e-121	 442	0	2	2	0	2	0	0	6	0	2	0	4	0	0	0	2	0	0	0	0	0	0	2	4	0	0	2	0	8	6	2	2
